1330700,0,0,0,10/12/22 06:07:10.352
1330700,0,0,0,10/12/22 06:07:10.832
1330700,0,0,0,10/12/22 06:07:11.265
1330700,0,0,0,10/12/22 06:07:11.696
1330700,0,0,0,10/12/22 06:07:12.127
1330700,0,0,0,10/12/22 06:07:12.546
1330700,0,0,0,10/12/22 06:07:12.980
1330700,0,0,0,10/12/22 06:07:13.409
1330700,0,0,0,10/12/22 06:07:13.830
1330700,0,0,0,10/12/22 06:07:14.264
1330700,0,0,0,10/12/22 06:07:14.696
1330700,0,0,0,10/12/22 06:07:15.125
1330700,0,0,0,10/12/22 06:07:15.548
1330700,0,0,0,10/12/22 06:07:15.992
1330700,0,0,0,10/12/22 06:07:17.023
1330700,0,0,0,10/12/22 06:07:20.598
1330700,0,0,0,10/12/22 06:07:21.115
1330700,0,0,0,10/12/22 06:07:22.517
1330700,0,0,0,10/12/22 06:07:25.613
1330700,0,0,0,10/12/22 06:07:26.096
1330700,0,0,0,10/12/22 06:07:26.526
1330700,0,0,0,10/12/22 06:07:26.960
1330700,0,0,0,10/12/22 06:07:27.388
1330700,0,0,0,10/12/22 06:07:27.823
1330700,0,0,0,10/12/22 06:07:28.735
1330700,0,0,0,10/12/22 06:08:18.909
1330700,0,0,0,10/12/22 06:08:25.567
1330700,0,0,0,10/12/22 06:08:57.827
1330700,0,0,0,10/12/22 06:08:58.312
1330700,159070,116171,1,10/12/22 06:09:23.427
1330700,159070,116172,1,10/12/22 06:11:28.143
1330700,159070,116173,1,10/12/22 06:11:28.634
1330700,159070,116180,1,10/12/22 06:11:29.053
1330700,0,0,0,10/12/22 06:11:29.493
1330700,0,0,0,10/12/22 06:11:29.923
1330700,159070,116181,1,10/12/22 06:11:30.349
1330700,159070,116182,1,10/12/22 06:11:30.771
1330700,159070,116174,1,10/12/22 06:11:31.202
1330700,159070,116175,1,10/12/22 06:11:31.634
1330700,159070,116176,1,10/12/22 06:11:32.055
1330700,159070,116183,1,10/12/22 06:11:32.487
1330700,159070,116184,1,10/12/22 06:11:32.918
1330700,159070,116185,1,10/12/22 06:11:33.362
1330700,159070,116177,1,10/12/22 06:11:34.334
1330700,159070,116178,1,10/12/22 06:11:38.954
1330700,159070,116179,1,10/12/22 06:11:39.447
1330700,159070,116186,1,10/12/22 06:11:39.867
1330700,159070,116187,1,10/12/22 06:11:40.298
1330700,0,0,0,10/12/22 06:11:40.734
1330700,159070,116188,1,10/12/22 06:11:41.163
1330700,159070,116189,1,10/12/22 06:11:41.583
1330700,159070,116190,1,10/12/22 06:11:42.016
1330700,159070,116191,1,10/12/22 06:11:42.447
1330700,159070,116198,1,10/12/22 06:11:42.868
1330700,159070,116199,1,10/12/22 06:11:43.300
1330700,159070,116200,1,10/12/22 06:11:43.730
1330700,159070,116192,1,10/12/22 06:11:44.163
1330700,159070,116193,1,10/12/22 06:11:44.584
1330700,159070,116194,1,10/12/22 06:11:45.016
1330700,159070,116201,1,10/12/22 06:11:45.447
1330700,159070,116202,1,10/12/22 06:11:45.868
1330700,159070,116203,1,10/12/22 06:11:46.298
1330700,159070,116195,1,10/12/22 06:11:46.731
1330700,159070,116196,1,10/12/22 06:11:47.164
1330700,159070,116197,1,10/12/22 06:11:47.583
1330700,159070,116204,1,10/12/22 06:11:48.014
1330700,159070,116205,1,10/12/22 06:11:48.448
1330700,159070,116206,1,10/12/22 06:11:48.866
1330700,159070,116207,1,10/12/22 06:11:49.312
1330700,159070,116208,1,10/12/22 06:11:50.343
1330700,159070,116209,1,10/12/22 06:12:02.271
1330700,159070,116216,1,10/12/22 06:12:02.763
1330700,159070,116217,1,10/12/22 06:12:03.183
1330700,159070,116218,1,10/12/22 06:12:03.616
1330700,0,0,0,10/12/22 06:12:04.054
1330700,159070,116210,1,10/12/22 06:12:04.479
1330700,159070,116211,1,10/12/22 06:12:04.899
1330700,159070,116212,1,10/12/22 06:12:05.331
1330700,159070,116219,1,10/12/22 06:12:05.764
1330700,159070,116220,1,10/12/22 06:12:06.184
1330700,159070,116221,1,10/12/22 06:12:06.614
1330700,159070,116213,1,10/12/22 06:12:07.046
1330700,159070,116222,1,10/12/22 06:12:07.480
1330700,159070,116223,1,10/12/22 06:12:07.901
1330700,159070,116225,1,10/12/22 06:12:08.332
1330700,159070,116234,1,10/12/22 06:12:08.764
1330700,159070,116236,1,10/12/22 06:12:09.184
1330700,159070,116229,1,10/12/22 06:12:09.615
1330700,159070,116230,1,10/12/22 06:12:10.048
1330700,159070,116239,1,10/12/22 06:12:10.480
1330700,159070,116232,1,10/12/22 06:12:10.899
1330700,159070,116233,1,10/12/22 06:12:11.333
1330700,159070,116242,1,10/12/22 06:12:11.764
1330700,159070,116243,1,10/12/22 06:12:12.184
1330700,159070,116252,1,10/12/22 06:12:12.615
1330700,159070,116253,1,10/12/22 06:12:13.048
1330700,159070,116246,1,10/12/22 06:12:13.479
1330700,159070,116255,1,10/12/22 06:12:13.900
1330700,159070,116256,1,10/12/22 06:12:14.332
1330700,159070,116250,1,10/12/22 06:12:14.765
1330700,159070,116251,1,10/12/22 06:12:15.183
1330700,159070,116260,1,10/12/22 06:12:15.615
1330700,159070,116263,1,10/12/22 06:12:16.048
1330700,159070,116272,1,10/12/22 06:12:16.480
1330700,159070,116264,1,10/12/22 06:12:16.899
1330700,159070,116273,1,10/12/22 06:12:17.332
1330700,159070,116274,1,10/12/22 06:12:17.765
1330700,159070,116275,1,10/12/22 06:12:18.184
1330700,159070,116267,1,10/12/22 06:12:18.615
1330700,0,0,0,10/12/22 06:12:19.057
1330700,0,0,0,10/12/22 06:12:19.488
1330700,0,0,0,10/12/22 06:12:19.910
1330700,0,0,0,10/12/22 06:12:20.339
1330700,0,0,0,10/12/22 06:12:20.773
1330700,0,0,0,10/12/22 06:12:21.192
1330700,0,0,0,10/12/22 06:12:21.626
1330700,159070,116276,1,10/12/22 06:12:22.048
1330700,159070,116277,1,10/12/22 06:12:22.479
1330700,159070,116280,1,10/12/22 06:12:22.900
1330700,159070,116281,1,10/12/22 06:12:23.393
1330700,159070,116289,1,10/12/22 06:12:25.240
1330700,159070,116283,1,10/12/22 06:12:40.097
1330700,159070,116284,1,10/12/22 06:12:48.088
1330700,159070,116292,1,10/12/22 06:12:57.797
1330700,159070,116285,1,10/12/22 06:12:58.289
1330700,0,0,0,10/12/22 06:12:58.716
1330700,0,0,0,10/12/22 06:12:59.148
1330700,0,0,0,10/12/22 06:12:59.580
1330700,159070,116286,1,10/12/22 06:13:00.004
1330700,159070,116287,1,10/12/22 06:13:00.425
1330700,159070,116294,1,10/12/22 06:13:00.857
1330700,159070,116296,1,10/12/22 06:13:01.288
1330700,159070,116297,1,10/12/22 06:13:01.708
1330700,159070,116298,1,10/12/22 06:13:02.141
1330700,159070,116299,1,10/12/22 06:13:02.573
1330700,159070,116306,1,10/12/22 06:13:03.005
1330700,159070,116308,1,10/12/22 06:13:03.425
1330700,159070,116300,1,10/12/22 06:13:03.858
1330700,159070,116301,1,10/12/22 06:13:04.289
1330700,159070,116302,1,10/12/22 06:13:04.709
1330700,159070,116309,1,10/12/22 06:13:05.141
1330700,159070,116310,1,10/12/22 06:13:05.574
1330700,159070,116311,1,10/12/22 06:13:06.005
1330700,159070,116303,1,10/12/22 06:13:06.426
1330700,159070,116304,1,10/12/22 06:13:06.857
1330700,159070,116305,1,10/12/22 06:13:07.289
1330700,159070,116312,1,10/12/22 06:13:07.709
1330700,159070,116313,1,10/12/22 06:13:08.141
1330700,159070,116314,1,10/12/22 06:13:08.573
1330700,159070,116315,1,10/12/22 06:13:09.005
1330700,159070,116316,1,10/12/22 06:13:09.425
1330700,159070,116317,1,10/12/22 06:13:09.859
1330700,159070,116324,1,10/12/22 06:13:10.289
1330700,159070,116325,1,10/12/22 06:13:10.709
1330700,159070,116326,1,10/12/22 06:13:11.141
1330700,159070,116318,1,10/12/22 06:13:11.574
1330700,159070,116319,1,10/12/22 06:13:12.005
1330700,159070,116320,1,10/12/22 06:13:12.425
1330700,159070,116327,1,10/12/22 06:13:12.857
1330700,159070,116328,1,10/12/22 06:13:13.289
1330700,159070,116329,1,10/12/22 06:13:13.709
1330700,159070,116321,1,10/12/22 06:13:14.141
1330700,159070,116322,1,10/12/22 06:13:14.574
1330700,159070,116323,1,10/12/22 06:13:15.005
1330700,159070,116330,1,10/12/22 06:13:15.425
1330700,159070,116331,1,10/12/22 06:13:15.857
1330700,159070,116332,1,10/12/22 06:13:16.289
1330700,159070,116333,1,10/12/22 06:13:16.710
1330700,159070,116334,1,10/12/22 06:13:17.141
1330700,159070,116335,1,10/12/22 06:13:17.574
1330700,159070,116342,1,10/12/22 06:13:18.005
1330700,159070,116343,1,10/12/22 06:13:18.425
1330700,159070,116344,1,10/12/22 06:13:18.859
1330700,159070,116336,1,10/12/22 06:13:19.290
1330700,159070,116337,1,10/12/22 06:13:19.709
1330700,159070,116338,1,10/12/22 06:13:20.142
1330700,159070,116345,1,10/12/22 06:13:20.574
1330700,159070,116346,1,10/12/22 06:13:21.006
1330700,159070,116347,1,10/12/22 06:13:21.426
1330700,159070,116339,1,10/12/22 06:13:21.858
1330700,159070,116340,1,10/12/22 06:13:22.289
1330700,159070,116341,1,10/12/22 06:13:22.709
1330700,159070,116348,1,10/12/22 06:13:23.142
1330700,159070,116349,1,10/12/22 06:13:23.574
1330700,159070,116350,1,10/12/22 06:13:24.006
1330700,159070,116351,1,10/12/22 06:13:24.425
1330700,159070,116352,1,10/12/22 06:13:24.857
1330700,159070,116353,1,10/12/22 06:13:25.289
1330700,159070,116360,1,10/12/22 06:13:25.710
1330700,159070,116361,1,10/12/22 06:13:26.141
1330700,159070,116362,1,10/12/22 06:13:26.574
1330700,159070,116354,1,10/12/22 06:13:27.005
1330700,159070,116355,1,10/12/22 06:13:27.426
1330700,159070,116356,1,10/12/22 06:13:27.858
1330700,159070,116363,1,10/12/22 06:13:28.290
1330700,159070,116364,1,10/12/22 06:13:28.710
1330700,159070,116365,1,10/12/22 06:13:29.142
1330700,159070,116357,1,10/12/22 06:13:29.573
1330700,159070,116358,1,10/12/22 06:13:30.005
1330700,159070,116369,1,10/12/22 06:13:30.426
1330700,159070,116370,1,10/12/22 06:13:30.858
1330700,159070,116371,1,10/12/22 06:13:31.290
1330700,159070,116378,1,10/12/22 06:13:31.710
1330700,159070,116379,1,10/12/22 06:13:32.142
1330700,159070,116380,1,10/12/22 06:13:32.574
1330700,159070,116372,1,10/12/22 06:13:33.006
1330700,159070,116373,1,10/12/22 06:13:33.426
1330700,159070,116374,1,10/12/22 06:13:33.858
1330700,159070,116381,1,10/12/22 06:13:34.291
